,Unnamed: 0,dob,file_name,gender,gilbert_number,id,input_form,iver_number,location,post_sound,pre_sound,speaker_number,target_form,transcription,variable,File/Spkr,Vowel,Start,End,Dur,oTime,oPitch,oF1,oF2,oF3,gTime,gPitch,gF1,gF2,gF3,MaxFormants,NumberPoles,Notes
68,68,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-1-a.wav,f,1,1-169-3-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,169,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,69,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-1-a.wav,m,1,1-170-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,170,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,70,1915,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-24-2-1-a.wav,m,1,1-24-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,24,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,71,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-25-3-1-a.wav,m,1,1-25-3-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,25,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-25-3-1-a,ʏ,0.895,0.976,0.082,0.922,117.19,476.49,1595.94,2477.91,0.949,119.73,483.97,1583.86,2441.66,5500 Hz,10.0,NA
72,72,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-30-2-1-a.wav,f,1,1-30-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,30,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,73,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-32-2-1-a.wav,m,1,1-32-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,32,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-32-2-1-a,ʏ,0.79,0.857,0.067,0.812,142.50,406.9,1687.47,2266.9,0.835,140.07,422.72,1655.79,2167.31,5500 Hz,10.0,NA
74,74,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-33-2-1-a.wav,f,1,1-33-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,33,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-33-2-1-a,ʏ,0.652,0.715,0.063,0.673,246.00,488.99,1650.89,2220.58,0.694,249.64,503.55,1668.31,2245.12,5500 Hz,10.0,NA
75,75,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-34-3-1-a.wav,f,1,1-34-3-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,34,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-34-3-1-a,ʏ,0.369,0.369,0.0,0.369,116.79,419.93,2288.8,3076.21,0.369,116.79,419.93,2288.8,3076.21,5500 Hz,10.0,NA
76,76,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-35-3-1-a.wav,m,1,1-35-3-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,35,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-35-3-1-a,ʏ,0.751,0.871,0.12,0.791,413.90,438.8,1661.97,2222.7,0.831,--undefined--,522.05,1491.57,2220.22,5500 Hz,10.0,NA
77,77,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-448-2-1-a.wav,f,1,1-448-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,448,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,78,1916,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-58-2-1-a.wav,m,1,1-58-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,58,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-58-2-1-a,ʏ,0.623,0.717,0.094,0.654,158.85,486.04,2049.08,2504.84,0.686,162.56,529.54,1974.58,2365.33,5500 Hz,10.0,NA
79,79,1931,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-75-2-1-a.wav,f,1,1-75-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,75,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
